Coords	Name	MIRNA	white_1_trimmed	white_2_trimmed	red_1_trimmed	red_2_trimmed	SRR1586419_trimmed	SRR1586420_trimmed	SRR1586421_trimmed	SRR1586422_trimmed	SRR1586423_trimmed	SRR1586424_trimmed	SRR1586425_trimmed	SRR1586426_trimmed
Fvb4:17195578-17195965	User_locus_4752	N	31	21	27	32	5	13	14	96	70	184	105	26
Fvb4:17200697-17201102	User_locus_4753	N	44	32	28	17	7	25	53	151	124	137	104	49
Fvb4:17204254-17204690	User_locus_4754	N	18	16	23	9	0	0	0	14	20	50	35	9
Fvb4:17211960-17212302	User_locus_4755	N	0	0	6	1	0	0	9	10	18	7	2	5
Fvb4:17263117-17263811	User_locus_4756	N	6	5	0	3	0	10	0	26	13	42	22	15
Fvb4:17264012-17264308	User_locus_4757	N	80	39	26	25	21	72	16	158	118	250	167	36
Fvb4:17294644-17295112	User_locus_4758	N	0	0	9	17	0	20	0	26	9	23	9	9
Fvb4:17373166-17373634	User_locus_4759	N	3	1	0	4	0	0	0	21	5	12	5	5
Fvb4:17389285-17389482	User_locus_4760	N	3	1	1	0	1	1	0	2	0	2	2	1
Fvb4:17474641-17475154	User_locus_4761	N	5	3	6	2	0	7	4	15	13	14	2	7
Fvb4:17509056-17509419	User_locus_4762	N	50	28	25	14	9	38	8	51	33	100	64	31
Fvb4:17543220-17543870	User_locus_4763	N	31	12	40	11	46	175	49	159	44	135	133	54
Fvb4:17562914-17563317	User_locus_4764	N	8	0	3	12	0	4	67	89	48	38	31	22
Fvb4:17563323-17563712	User_locus_4765	N	3	4	5	1	0	7	9	15	34	21	10	3
Fvb4:17571941-17572234	User_locus_4766	N	54	41	116	56	7	38	5	71	26	58	33	16
Fvb4:17576703-17576991	User_locus_4767	N	0	7	6	2	0	4	13	59	14	20	15	6
Fvb4:17593065-17593760	User_locus_4768	N	7	6	3	5	1	14	3	6	4	15	14	3
Fvb4:17602934-17603423	User_locus_4769	N	31	18	12	11	0	25	5	53	25	72	56	13
Fvb4:17636991-17637348	User_locus_4770	N	21	9	8	9	2	45	18	110	48	121	74	58
Fvb4:17651261-17651721	User_locus_4771	N	22	31	2	3	14	32	25	92	16	5	1	1
Fvb4:17664569-17664985	User_locus_4772	N	368	361	388	200	58	349	122	571	425	1125	697	118
Fvb4:17675120-17675394	User_locus_4773	N	0	0	11	0	0	61	11	16	11	37	16	32
Fvb4:17731072-17731537	User_locus_4774	N	55	65	7	37	26	56	14	196	31	123	58	5
Fvb4:17739477-17739922	User_locus_4775	N	11	0	5	1	8	19	6	0	1	0	5	5
Fvb4:17744592-17744980	User_locus_4776	N	21	6	6	12	0	2	9	36	5	63	14	2
Fvb4:17752647-17753314	User_locus_4777	N	6	3	7	2	5	11	3	36	9	61	27	0
Fvb4:17791717-17792069	User_locus_4778	N	101	85	128	97	141	310	90	377	654	852	302	150
Fvb4:17815875-17816274	User_locus_4779	N	96	45	79	58	52	148	62	431	418	511	277	94
Fvb4:17818097-17818529	User_locus_4780	N	41	17	7	18	23	3	17	50	46	39	16	0
Fvb4:17844350-17844759	User_locus_4781	N	194	173	96	58	5	113	22	177	402	773	532	98
Fvb4:17872577-17873275	User_locus_4782	N	9	7	3	2	0	11	0	4	1	20	16	0
Fvb4:17883662-17884138	User_locus_4783	N	17	12	1	0	4	11	0	49	1	157	48	10
Fvb4:17915536-17916164	User_locus_4784	N	7	5	5	1	0	6	1	9	7	36	22	5
Fvb4:17939508-17939830	User_locus_4785	N	20	1	5	0	1	37	4	45	10	111	55	27
Fvb4:17939858-17940251	User_locus_4786	N	13	0	7	14	3	86	11	48	68	29	22	19
Fvb4:17942998-17943448	User_locus_4787	N	40	7	7	15	17	32	12	47	35	51	59	63
Fvb4:17955795-17955910	User_locus_4788	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb4:17960795-17961225	User_locus_4789	N	0	0	0	0	0	0	0	0	1	2	0	0
Fvb4:17963104-17963541	User_locus_4790	N	0	0	2	2	0	0	0	0	0	0	0	2
Fvb4:17967865-17968065	User_locus_4791	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb4:18009821-18010475	User_locus_4792	N	11	6	12	1	0	25	0	22	12	45	20	2
Fvb4:18056565-18057066	User_locus_4793	N	9	9	12	5	12	9	6	29	16	98	35	7
Fvb4:18062595-18062891	User_locus_4794	N	1	8	15	0	1	0	4	12	1	10	12	0
Fvb4:18066551-18066929	User_locus_4795	N	12	12	4	2	0	7	0	15	3	13	15	0
Fvb4:18070997-18071288	User_locus_4796	N	39	39	15	18	32	19	5	41	23	111	100	18
Fvb4:18109663-18110062	User_locus_4797	N	19	6	12	4	5	7	7	13	14	47	9	8
Fvb4:18110067-18110488	User_locus_4798	N	4	1	8	0	2	0	1	16	22	10	7	20
Fvb4:18131348-18131719	User_locus_4799	N	25	26	9	14	4	31	8	131	70	149	75	13
Fvb4:18137536-18137838	User_locus_4800	N	22	9	13	14	3	82	0	28	9	44	16	2
Fvb4:18140807-18141286	User_locus_4801	N	47	26	33	5	5	14	7	41	20	84	21	8
Fvb4:18161887-18162309	User_locus_4802	N	0	4	0	5	0	0	0	8	3	2	3	31
Fvb4:18190131-18190539	User_locus_4803	N	162	152	106	79	59	257	82	412	578	963	542	125
Fvb4:18227751-18228145	User_locus_4804	N	24	12	11	4	3	28	0	50	21	43	30	9
Fvb4:18232232-18232863	User_locus_4805	N	7	16	20	0	0	5	0	19	16	15	22	4
Fvb4:18238504-18238660	User_locus_4806	N	1	0	0	4	0	0	0	3	10	0	0	2
Fvb4:18309748-18310446	User_locus_4807	N	6	1	30	57	1	5	1	24	0	32	23	26
Fvb4:18328304-18328780	User_locus_4808	N	40	14	28	2	16	48	21	103	53	102	80	22
Fvb4:18344801-18345153	User_locus_4809	N	8	5	3	6	0	7	5	16	2	6	14	3
Fvb4:18401423-18401867	User_locus_4810	N	22	3	2	20	2	2	2	65	4	118	100	0
Fvb4:18401870-18402247	User_locus_4811	N	56	0	15	5	24	1	2	100	13	3	19	2
Fvb4:18460819-18461211	User_locus_4812	N	19	16	18	1	3	32	3	20	10	58	54	10
Fvb4:18524972-18525268	User_locus_4813	N	7	12	25	25	4	12	12	60	21	47	34	7
Fvb4:18531468-18531974	User_locus_4814	N	52	11	60	11	0	4	11	85	66	100	5	2
Fvb4:18531992-18532365	User_locus_4815	N	294	246	127	126	19	179	347	552	370	507	47	42
Fvb4:18532381-18532765	User_locus_4816	N	29	4	6	26	4	0	8	49	46	68	21	15
Fvb4:18542597-18542982	User_locus_4817	N	55	52	27	16	5	33	11	96	65	178	109	23
Fvb4:18638145-18638843	User_locus_4818	N	48	34	70	29	6	34	72	238	75	170	57	22
Fvb4:18639023-18639488	User_locus_4819	N	25	14	2	0	1	1	73	172	56	88	10	2
Fvb4:18639489-18639861	User_locus_4820	N	26	25	9	3	1	7	6	62	26	63	44	1
Fvb4:18639933-18640219	User_locus_4821	N	118	93	67	32	18	37	154	434	289	162	13	8
Fvb4:18640235-18640663	User_locus_4822	N	25	27	10	8	9	31	6	57	13	36	17	4
Fvb4:18640965-18641395	User_locus_4823	N	31	17	12	16	5	14	31	119	78	109	17	11
Fvb4:18641396-18641824	User_locus_4824	N	3	24	0	3	1	0	0	69	8	44	10	0
Fvb4:18642311-18642617	User_locus_4825	N	5	4	2	23	0	0	0	6	0	24	11	6
Fvb4:18692509-18692902	User_locus_4826	N	6	17	6	10	0	24	0	65	27	104	74	20
Fvb4:18692904-18693343	User_locus_4827	N	8	10	7	5	6	0	12	75	16	23	16	13
Fvb4:18693369-18693745	User_locus_4828	N	23	5	11	6	30	113	45	209	43	72	21	11
Fvb4:18693824-18694154	User_locus_4829	N	119	98	150	60	66	28	25	187	149	356	93	25
Fvb4:18700122-18700704	User_locus_4830	N	5	2	2	2	0	8	2	9	6	14	10	10
Fvb4:18701667-18702118	User_locus_4831	N	12	6	3	3	0	14	35	121	42	55	28	7
Fvb4:18728873-18729284	User_locus_4832	N	66	31	35	17	2	18	94	160	75	87	31	45
Fvb4:18729380-18729844	User_locus_4833	N	12	13	10	9	8	12	4	74	30	53	24	12
Fvb4:18780615-18780800	User_locus_4834	N	2	3	0	0	0	9	1	5	12	9	6	2
Fvb4:18788661-18789195	User_locus_4835	N	32	13	9	15	11	27	11	82	88	121	94	29
Fvb4:18892717-18893122	User_locus_4836	N	0	1	0	1	4	9	13	27	2	20	30	12
Fvb4:18893187-18893885	User_locus_4837	N	8	15	8	8	2	5	0	25	20	60	28	3
Fvb4:18934915-18935186	User_locus_4838	N	0	2	5	0	0	0	0	1	7	8	1	0
Fvb4:18979313-18979743	User_locus_4839	N	37	33	13	5	10	46	52	338	44	395	19	2
Fvb4:18989383-18989831	User_locus_4840	N	11	9	6	3	5	8	1	49	8	47	25	2
Fvb4:19010093-19010541	User_locus_4841	N	10	6	1	1	3	5	0	50	10	51	27	4
Fvb4:19014244-19014554	User_locus_4842	N	11	9	14	5	6	6	10	25	56	46	10	6
Fvb4:19022647-19023088	User_locus_4843	N	12	17	0	3	0	10	28	153	30	66	25	15
Fvb4:19023089-19023547	User_locus_4844	N	34	16	12	5	1	3	28	83	27	59	12	3
Fvb4:19060466-19060938	User_locus_4845	N	3	0	3	16	3	5	12	60	35	34	3	5
Fvb4:19109866-19110322	User_locus_4846	N	1370	1049	460	654	726	2853	723	1677	4676	4574	2233	584
Fvb4:19117762-19118125	User_locus_4847	N	4	4	0	0	0	0	1	0	7	3	0	0
Fvb4:19138587-19139038	User_locus_4848	N	15	2	0	3	5	39	13	18	12	30	10	4
Fvb4:19139757-19140235	User_locus_4849	N	11	11	17	22	1	20	1	6	0	42	22	0
Fvb4:19176682-19176986	User_locus_4850	N	25	23	12	17	1	11	0	50	63	38	30	17
Fvb4:19177319-19177610	User_locus_4851	N	8	3	8	6	13	26	0	29	6	48	24	4
Fvb4:19177626-19177881	User_locus_4852	N	4	1	3	4	4	28	1	27	9	22	12	0
Fvb4:19214502-19214636	User_locus_4853	N	0	2	0	0	0	0	1	5	12	28	19	1
Fvb4:19225110-19225618	User_locus_4854	N	9	10	2	4	4	4	11	41	6	32	13	2
Fvb4:19307074-19307431	User_locus_4855	N	2	0	0	0	0	0	0	14	0	3	0	0
Fvb4:19321180-19321448	User_locus_4856	N	2	1	1	0	0	0	1	0	5	4	9	2
Fvb4:19327404-19328102	User_locus_4857	N	15	3	3	3	3	5	7	23	16	36	39	0
Fvb4:19358179-19358416	User_locus_4858	N	14	15	5	16	12	13	8	54	63	78	32	37
Fvb4:19378311-19378793	User_locus_4859	N	14	10	10	2	16	31	0	13	48	48	32	1
Fvb4:19387627-19388006	User_locus_4860	N	9	9	1	2	7	23	5	147	41	160	53	10
Fvb4:19388150-19388846	User_locus_4861	N	8	3	2	13	0	15	0	33	30	31	20	20
Fvb4:19397341-19397805	User_locus_4862	N	26	4	4	0	27	73	4	37	23	65	15	3
Fvb4:19397806-19398201	User_locus_4863	N	34	35	57	49	51	30	210	419	213	155	84	37
Fvb4:19398574-19399012	User_locus_4864	N	9	1	2	5	1	34	25	67	22	39	25	4
Fvb4:19531114-19531519	User_locus_4865	N	8	2	4	5	2	1	1	13	3	33	4	4
Fvb4:19557034-19557435	User_locus_4866	N	16	23	13	11	0	31	7	15	13	89	38	0
Fvb4:19560922-19561343	User_locus_4867	N	10	5	0	0	0	14	90	391	12	44	12	2
Fvb4:19563358-19563784	User_locus_4868	N	375	308	153	118	203	571	2972	5636	1225	2064	66	34
Fvb4:19591136-19591555	User_locus_4869	N	30	35	7	0	1	42	27	184	14	96	17	4
Fvb4:19606644-19607024	User_locus_4870	N	6	5	7	0	1	5	0	7	6	7	10	0
Fvb4:19614828-19615274	User_locus_4871	N	4	8	4	0	2	6	5	9	17	78	33	2
Fvb4:19621095-19621461	User_locus_4872	N	48	37	22	24	4	39	28	100	79	159	75	32
Fvb4:19625425-19625899	User_locus_4873	N	0	4	0	0	0	0	0	14	9	3	21	0
Fvb4:19625903-19626553	User_locus_4874	N	20	36	11	13	2	19	15	66	67	100	76	13
Fvb4:19628271-19628831	User_locus_4875	N	0	0	0	0	0	4	0	5	0	2	0	1
Fvb4:19644787-19645192	User_locus_4876	N	10	8	5	9	0	48	0	25	6	18	25	0
Fvb4:19712110-19712303	User_locus_4877	N	9	0	0	0	0	8	0	6	3	12	6	0
Fvb4:19862678-19863066	User_locus_4878	N	3	2	0	3	1	4	0	4	2	13	7	0
Fvb4:19915673-19916020	User_locus_4879	N	3	0	2	0	0	180	3	0	4	269	0	4
Fvb4:19933703-19934013	User_locus_4880	N	1	6	9	1	11	12	1	31	19	46	18	4
Fvb4:20075203-20075895	User_locus_4881	N	6	5	16	0	0	13	1	14	8	32	24	2
Fvb4:20095613-20096108	User_locus_4882	N	89	26	16	15	57	103	177	217	139	163	25	4
Fvb4:20175817-20176106	User_locus_4883	N	11	14	10	9	6	3	17	15	66	50	22	4
Fvb4:20197286-20197512	User_locus_4884	N	7	2	0	3	8	28	6	12	27	34	3	0
Fvb4:20197591-20197938	User_locus_4885	N	16	15	2	10	17	0	11	67	61	176	50	18
Fvb4:20198255-20198724	User_locus_4886	N	13	6	8	15	5	84	2	19	58	167	43	34
Fvb4:20271483-20271638	User_locus_4887	N	0	1	0	7	3	7	1	10	6	5	18	1
Fvb4:20283705-20284120	User_locus_4888	N	0	0	2	0	0	0	0	1	0	3	1	1
Fvb4:20284125-20284525	User_locus_4889	N	12	1	7	3	11	9	3	21	10	4	5	2
Fvb4:20284955-20285421	User_locus_4890	N	2	2	1	3	0	0	0	6	0	41	6	4
Fvb4:20285422-20285854	User_locus_4891	N	12	4	0	13	0	0	1	9	18	37	26	10
Fvb4:20285855-20286228	User_locus_4892	N	8	6	1	10	0	2	0	15	12	19	17	11
Fvb4:20329730-20330159	User_locus_4893	N	499	284	472	248	93	201	0	725	804	1423	1370	294
Fvb4:20330163-20330518	User_locus_4894	N	16	6	14	3	0	1	13	12	26	15	19	18
Fvb4:20333795-20334186	User_locus_4895	N	55	51	41	11	8	52	172	287	224	364	30	3
Fvb4:20334187-20334561	User_locus_4896	N	137	78	65	30	29	93	156	294	161	505	7	2
Fvb4:20334596-20335042	User_locus_4897	N	17	4	8	6	0	75	56	61	9	87	41	9
Fvb4:20335049-20335393	User_locus_4898	N	11	16	5	3	7	5	42	77	28	70	2	0
Fvb4:20336386-20336810	User_locus_4899	N	5	8	10	9	3	1	0	11	13	31	7	2
Fvb4:20336813-20337204	User_locus_4900	N	3	2	5	3	0	5	0	2	11	15	11	5
Fvb4:20373106-20373350	User_locus_4901	N	90	100	62	33	39	273	25	507	108	458	255	95
Fvb4:20377496-20377917	User_locus_4902	N	12	1	14	4	7	35	11	59	16	53	13	16
Fvb4:20382414-20382838	User_locus_4903	N	7	3	1	1	0	6	0	4	1	18	10	3
Fvb4:20403712-20404154	User_locus_4904	N	10	16	7	1	0	8	0	26	30	46	35	5
Fvb4:20404411-20404811	User_locus_4905	N	16	12	8	3	7	23	12	141	42	63	40	16
Fvb4:20404822-20405019	User_locus_4906	N	8	10	5	4	0	8	0	7	5	9	8	7
Fvb4:20490399-20490797	User_locus_4907	N	30	19	32	16	23	6	0	64	53	136	36	11
Fvb4:20495074-20495496	User_locus_4908	N	0	12	12	1	0	0	13	10	30	53	64	40
Fvb4:20554458-20555087	User_locus_4909	N	38	10	22	14	9	24	4	58	70	182	126	12
Fvb4:20597235-20597721	User_locus_4910	N	0	0	1	0	0	14	6	16	12	11	4	2
Fvb4:20604787-20605189	User_locus_4911	N	6	1	1	1	0	3	0	8	2	6	5	2
Fvb4:20659787-20660045	User_locus_4912	N	0	2	1	0	0	3	0	1	0	1	2	0
Fvb4:20682528-20682931	User_locus_4913	N	13	3	4	4	0	3	1	21	2	21	22	6
Fvb4:20694677-20694986	User_locus_4914	N	20	7	0	8	3	3	1	2	4	17	12	4
Fvb4:20747532-20747886	User_locus_4915	N	21	12	6	1	0	1	0	10	6	30	14	1
Fvb4:20748022-20748310	User_locus_4916	N	0	0	0	6	1	0	4	19	12	23	26	0
Fvb4:20756917-20757259	User_locus_4917	N	15	13	18	30	48	21	53	52	93	109	34	11
Fvb4:20757278-20757699	User_locus_4918	N	37	15	4	15	2	24	6	31	49	90	25	7
Fvb4:20759468-20759765	User_locus_4919	N	4	2	0	0	0	0	3	6	16	20	8	4
Fvb4:20759802-20760171	User_locus_4920	N	7	0	0	0	0	0	1	0	3	11	7	0
Fvb4:20760179-20760528	User_locus_4921	N	0	6	6	0	0	2	0	9	3	92	0	0
Fvb4:20760644-20760898	User_locus_4922	N	0	0	2	0	0	0	0	0	2	1	0	0
Fvb4:20849010-20849329	User_locus_4923	N	28	17	20	0	1	0	0	37	27	40	28	0
Fvb4:20889029-20889322	User_locus_4924	N	13	12	11	3	0	5	2	15	5	4	6	4
Fvb4:20916040-20916439	User_locus_4925	N	17	8	4	0	0	23	8	43	9	13	20	7
Fvb4:20969587-20970284	User_locus_4926	N	7	14	3	1	7	24	0	3	23	27	1	10
Fvb4:20972919-20973587	User_locus_4927	N	28	19	18	7	2	19	4	36	11	91	37	10
Fvb4:20992413-20992829	User_locus_4928	N	6	11	1	8	1	12	0	32	19	11	2	0
Fvb4:20998922-20999086	User_locus_4929	N	1	0	0	0	0	0	0	0	0	1	0	1
Fvb4:21014047-21014532	User_locus_4930	N	0	2	0	0	0	0	8	14	34	13	0	0
Fvb4:21017504-21017856	User_locus_4931	N	21	11	18	12	0	28	1	50	26	130	63	19
Fvb4:21022312-21022574	User_locus_4932	N	3	1	1	5	0	0	0	9	3	13	5	1
Fvb4:21183479-21183907	User_locus_4933	N	33	0	0	3	7	5	10	19	20	39	6	42
Fvb4:21183928-21184326	User_locus_4934	N	24	9	0	10	3	0	0	74	32	72	48	14
Fvb4:21184340-21184740	User_locus_4935	N	5	2	3	3	0	13	3	9	13	34	7	4
Fvb4:21188398-21188830	User_locus_4936	N	0	1	7	0	3	1	0	29	62	37	2	0
Fvb4:21188833-21189253	User_locus_4937	N	15	14	9	2	13	16	6	68	12	69	11	24
Fvb4:21190385-21190825	User_locus_4938	N	4	13	11	0	13	33	4	43	15	79	6	15
Fvb4:21217456-21217926	User_locus_4939	N	7	13	34	7	0	25	1	15	12	33	30	0
Fvb4:21218612-21219149	User_locus_4940	N	21	6	18	6	3	9	2	24	5	24	13	3
Fvb4:21240233-21240648	User_locus_4941	N	8	7	1	0	1	25	20	25	21	31	17	10
Fvb4:21241048-21241746	User_locus_4942	N	1	1	1	0	7	0	2	5	3	2	0	0
Fvb4:21242528-21242995	User_locus_4943	N	1	7	3	0	1	7	4	5	17	20	11	12
Fvb4:21251738-21252176	User_locus_4944	N	19	16	8	7	4	8	25	79	30	67	43	0
Fvb4:21252228-21252929	User_locus_4945	N	72	70	63	15	27	149	101	260	144	361	155	42
Fvb4:21252930-21253119	User_locus_4946	N	6	5	0	4	2	9	23	52	17	19	6	4
Fvb4:21264562-21265038	User_locus_4947	N	42	21	7	7	6	24	0	21	7	116	49	33
Fvb4:21283704-21284056	User_locus_4948	N	76	63	58	30	43	166	2	41	70	133	122	30
Fvb4:21309179-21309557	User_locus_4949	N	15	10	11	8	1	8	2	16	36	60	21	3
Fvb4:21315289-21315771	User_locus_4950	N	3	6	4	8	0	3	0	12	1	5	5	3
Fvb4:21315783-21316235	User_locus_4951	N	20	4	47	29	6	17	0	11	5	27	27	1
Fvb4:21316236-21316640	User_locus_4952	N	0	0	11	2	0	0	0	2	1	2	0	0
Fvb4:21372771-21373142	User_locus_4953	N	19	27	33	19	11	46	0	23	44	134	142	38
Fvb4:21373164-21373604	User_locus_4954	N	2	6	9	2	1	33	0	2	0	4	7	0
Fvb4:21373992-21374686	User_locus_4955	N	28	21	4	16	10	48	1	54	11	62	65	18
Fvb4:21376453-21376889	User_locus_4956	N	7	1	67	1	0	0	1	10	36	17	49	64
Fvb4:21437799-21438255	User_locus_4957	N	14	3	10	2	7	17	17	63	20	54	24	6
Fvb4:21438279-21438603	User_locus_4958	N	24	37	38	24	0	5	37	238	85	35	10	20
Fvb4:21568594-21568921	User_locus_4959	N	5	4	0	4	0	0	1	3	2	4	5	0
Fvb4:21570314-21570748	User_locus_4960	N	11	0	3	10	0	12	1	17	0	28	15	4
Fvb4:21570854-21571276	User_locus_4961	N	20	3	2	15	8	1	2	5	5	8	14	0
Fvb4:21736341-21736826	User_locus_4962	N	28	27	0	18	1	51	26	69	0	151	158	36
Fvb4:21739932-21740357	User_locus_4963	N	52	19	19	6	2	14	14	66	23	33	12	35
Fvb4:21740358-21740756	User_locus_4964	N	255	248	146	104	74	157	228	549	439	259	62	19
Fvb4:21747429-21747992	User_locus_4965	N	122	64	91	52	6	4	84	144	172	159	15	0
Fvb4:21750562-21751056	User_locus_4966	N	297	182	182	152	46	133	17	164	242	414	194	48
Fvb4:21773334-21773645	User_locus_4967	N	1	8	0	3	6	1	0	13	5	20	15	1
Fvb4:21790795-21791447	User_locus_4968	N	3	1	0	0	0	4	0	23	2	6	12	8
Fvb4:21843925-21844347	User_locus_4969	N	18	12	0	9	0	14	0	31	13	74	24	24
Fvb4:21846585-21847096	User_locus_4970	N	0	2	0	0	0	0	0	0	0	3	1	0
Fvb4:21899796-21900479	User_locus_4971	N	1	2	1	2	1	12	0	27	7	33	15	2
Fvb4:21938761-21939459	User_locus_4972	N	21	5	16	11	0	0	0	29	37	59	36	12
Fvb4:21951836-21952139	User_locus_4973	N	40	26	8	5	0	23	0	37	2	14	19	12
Fvb4:21955558-21955984	User_locus_4974	N	39	48	15	13	5	34	117	484	60	109	24	6
Fvb4:21974479-21974944	User_locus_4975	N	56	83	54	20	26	123	34	182	54	328	267	71
Fvb4:21985520-21985942	User_locus_4976	N	141	89	77	52	49	86	19	75	38	229	179	15
Fvb4:21996439-21996896	User_locus_4977	N	5	1	0	0	3	0	0	0	0	0	0	0
Fvb4:22074033-22074177	User_locus_4978	N	1	1	0	0	2	4	2	4	9	4	2	3
Fvb4:22079535-22079966	User_locus_4979	N	142	113	72	50	35	169	17	110	136	536	294	99
Fvb4:22108330-22108755	User_locus_4980	N	3	6	3	0	1	0	0	7	4	21	1	3
Fvb4:22113510-22113981	User_locus_4981	N	2	1	7	0	0	7	1	2	11	3	0	2
Fvb4:22126044-22126520	User_locus_4982	N	3	5	1	2	1	0	1	15	0	24	0	0
Fvb4:22126521-22126910	User_locus_4983	N	9	27	13	8	4	0	37	48	20	41	14	9
Fvb4:22126926-22127262	User_locus_4984	N	17	5	9	7	0	0	5	20	27	17	1	0
Fvb4:22134522-22134957	User_locus_4985	N	25	24	23	24	1	8	50	136	117	184	24	35
Fvb4:22134963-22135356	User_locus_4986	N	37	2	64	7	2	54	29	136	81	142	71	6
Fvb4:22140370-22140764	User_locus_4987	N	5	50	41	34	0	18	28	48	28	69	44	6
Fvb4:22211903-22212305	User_locus_4988	N	70	86	83	113	55	142	65	473	504	570	542	174
Fvb4:22249929-22250375	User_locus_4989	N	3	7	4	1	0	4	0	12	10	14	20	13
Fvb4:22250409-22250711	User_locus_4990	N	5	4	2	1	4	11	10	26	20	15	12	11
Fvb4:22251591-22251909	User_locus_4991	N	70	32	31	25	6	54	4	45	32	141	78	4
Fvb4:22332338-22332769	User_locus_4992	N	14	48	17	30	5	30	13	42	55	94	67	19
Fvb4:22332773-22333125	User_locus_4993	N	59	77	21	31	41	130	50	131	189	206	215	26
Fvb4:22333141-22333554	User_locus_4994	N	68	49	31	39	19	154	22	124	129	308	221	57
Fvb4:22345480-22345867	User_locus_4995	N	58	50	19	28	1	40	4	38	58	92	59	5
Fvb4:22345868-22346259	User_locus_4996	N	65	38	43	18	2	9	7	56	93	244	104	6
Fvb4:22370777-22370961	User_locus_4997	N	2	3	1	0	0	2	0	5	5	5	1	0
Fvb4:22372074-22372724	User_locus_4998	N	32	49	17	15	0	53	2	18	26	69	109	14
Fvb4:22397388-22397580	User_locus_4999	N	0	0	2	1	0	0	0	0	0	0	0	0
Fvb4:22397714-22397952	User_locus_5000	N	26	20	0	32	0	14	6	36	16	58	35	6
Fvb4:22406282-22406820	User_locus_5001	N	0	0	0	0	0	0	1	28	1	6	4	1
Fvb4:22478724-22479235	User_locus_5002	N	47	39	22	21	6	64	6	58	40	149	104	26
Fvb4:22479373-22480071	User_locus_5003	N	20	36	29	30	8	50	10	184	27	173	52	67
Fvb4:22480342-22480632	User_locus_5004	N	39	31	31	10	9	56	39	180	89	468	132	22
Fvb4:22480690-22481117	User_locus_5005	N	3	0	22	16	0	0	3	19	0	34	11	2
Fvb4:22481156-22481510	User_locus_5006	N	14	5	10	5	22	18	24	80	15	96	28	10
Fvb4:22489396-22490023	User_locus_5007	N	63	42	40	27	13	100	16	137	93	116	135	36
Fvb4:22540718-22541167	User_locus_5008	N	2	1	3	0	0	2	2	9	3	18	10	0
Fvb4:22554168-22554671	User_locus_5009	N	27	20	8	1	1	36	0	24	3	18	32	4
Fvb4:22588633-22588943	User_locus_5010	N	1	1	0	9	1	2	0	12	0	6	0	5
Fvb4:22615372-22615703	User_locus_5011	N	14	10	22	1	0	3	6	47	3	26	6	2
Fvb4:22682918-22683290	User_locus_5012	N	2	4	4	1	3	4	3	11	8	29	23	1
Fvb4:22756192-22756468	User_locus_5013	N	46	46	37	4	1	44	9	95	45	55	47	19
Fvb4:22783454-22784152	User_locus_5014	N	0	0	2	0	0	0	0	21	0	10	0	3
Fvb4:22794436-22795133	User_locus_5015	N	1	2	0	0	0	4	0	8	4	25	14	1
Fvb4:22796142-22796518	User_locus_5016	N	13	7	9	3	1	5	2	17	3	12	9	6
Fvb4:22804193-22804654	User_locus_5017	N	14	9	11	0	0	14	0	10	7	37	31	6
Fvb4:22860411-22860771	User_locus_5018	N	92	73	32	8	0	10	36	138	173	227	75	14
Fvb4:22860813-22861212	User_locus_5019	N	21	19	16	7	6	25	4	15	19	20	22	5
Fvb4:22864556-22864856	User_locus_5020	N	13	15	9	3	0	29	0	33	34	22	37	2
Fvb4:22903408-22903839	User_locus_5021	N	86	58	34	27	52	113	20	94	246	226	159	26
Fvb4:22947141-22947432	User_locus_5022	N	157	113	60	49	81	337	39	526	221	529	451	69
Fvb4:22979418-22979858	User_locus_5023	N	20	19	8	1	11	5	25	25	31	66	18	2
Fvb4:22979871-22980242	User_locus_5024	N	79	38	35	24	12	7	15	108	47	199	38	11
Fvb4:22980255-22980804	User_locus_5025	N	19	1	20	0	0	0	19	29	25	117	30	19
Fvb4:22983455-22984152	User_locus_5026	N	19	9	6	3	0	14	1	7	10	28	16	5
Fvb4:22984259-22984643	User_locus_5027	N	2	0	0	0	0	3	0	2	1	0	2	0
Fvb4:22987966-22988413	User_locus_5028	N	51	20	39	18	17	189	1	103	27	66	77	15
Fvb4:23011185-23011614	User_locus_5029	N	0	6	1	2	3	14	0	7	5	0	0	0
Fvb4:23015780-23016271	User_locus_5030	N	22	17	12	12	10	10	12	85	42	58	31	14
Fvb4:23058248-23058581	User_locus_5031	N	10	6	6	7	1	10	35	79	38	29	16	16
Fvb4:23058587-23059022	User_locus_5032	N	4	0	2	11	7	60	1	16	8	2	11	3
Fvb4:23059044-23059367	User_locus_5033	N	55	50	93	45	0	4	58	92	97	65	28	30
Fvb4:23059128-23059720	User_locus_5034	N	60	54	99	48	0	9	55	133	112	82	36	36
Fvb4:23059551-23060100	User_locus_5035	N	161	116	127	69	55	175	112	416	682	195	29	57
Fvb4:23068422-23068950	User_locus_5036	N	145	87	76	40	10	102	9	141	151	254	186	31
Fvb4:23084026-23084451	User_locus_5037	N	6	7	9	1	7	41	10	33	53	105	2	4
Fvb4:23101577-23101981	User_locus_5038	N	29	55	86	46	1	14	3	50	87	59	49	13
Fvb4:23102001-23102413	User_locus_5039	N	7	11	4	8	18	2	8	9	24	13	8	1
